activity,person,meta_file,terminal_positoin
4_skip,person04029,HASC0403517.meta,pants-pocket
4_skip,person04031,HASC0403523.meta,pants-pocket
4_skip,person04031,HASC0403524.meta,pants-pocket
4_skip,person04031,HASC0403525.meta,pants-pocket
4_skip,person04031,HASC0403526.meta,pants-pocket
4_skip,person04031,HASC0403527.meta,pants-pocket
4_skip,person04032,HASC0403528.meta,pants-pocket
4_skip,person04032,HASC0403529.meta,pants-pocket
4_skip,person04032,HASC0403530.meta,pants-pocket
4_skip,person04032,HASC0403531.meta,pants-pocket
4_skip,person04032,HASC0403532.meta,pants-pocket
4_skip,person04033,HASC0403533.meta,chest
4_skip,person04033,HASC0403534.meta,chest
4_skip,person04033,HASC0403535.meta,chest
4_skip,person04033,HASC0403536.meta,chest
4_skip,person04033,HASC0403537.meta,chest
4_skip,person04034,HASC0403538.meta,pants-pocket
4_skip,person04034,HASC0403539.meta,pants-pocket
4_skip,person04034,HASC0403540.meta,pants-pocket
4_skip,person04034,HASC0403541.meta,pants-pocket
4_skip,person04034,HASC0403542.meta,pants-pocket
4_skip,person04035,HASC0403543.meta,pants-pocket
4_skip,person04035,HASC0403544.meta,pants-pocket
4_skip,person04035,HASC0403545.meta,pants-pocket
4_skip,person04035,HASC0403546.meta,pants-pocket
4_skip,person04035,HASC0403547.meta,pants-pocket
4_skip,person04046,HASC0404203.meta,bag
4_skip,person04046,HASC0404204.meta,hand
4_skip,person04046,HASC0404205.meta,pants-pocket
4_skip,person04046,HASC0404206.meta,pants-pocket
4_skip,person04046,HASC0404207.meta,bag
4_skip,person04046,HASC0404208.meta,hand
4_skip,person04046,HASC0404209.meta,pants-pocket
4_skip,person04046,HASC0404210.meta,pants-pocket
4_skip,person04046,HASC0404211.meta,bag
4_skip,person04046,HASC0404212.meta,hand
4_skip,person04046,HASC0404213.meta,pants-pocket
4_skip,person04046,HASC0404214.meta,pants-pocket
4_skip,person04046,HASC0404215.meta,bag
4_skip,person04046,HASC0404216.meta,hand
4_skip,person04046,HASC0404217.meta,pants-pocket
4_skip,person04046,HASC0404218.meta,pants-pocket
4_skip,person04046,HASC0404219.meta,bag
4_skip,person04046,HASC0404220.meta,hand
4_skip,person04046,HASC0404221.meta,pants-pocket
4_skip,person04046,HASC0404222.meta,pants-pocket
4_skip,person04047,HASC0404223.meta,bag
4_skip,person04047,HASC0404224.meta,hand
4_skip,person04047,HASC0404225.meta,pants-pocket
4_skip,person04047,HASC0404226.meta,pants-pocket
4_skip,person04047,HASC0404227.meta,bag
4_skip,person04047,HASC0404228.meta,hand
4_skip,person04047,HASC0404229.meta,pants-pocket
4_skip,person04047,HASC0404230.meta,pants-pocket
4_skip,person04047,HASC0404231.meta,bag
4_skip,person04047,HASC0404232.meta,hand
4_skip,person04047,HASC0404233.meta,pants-pocket
4_skip,person04047,HASC0404234.meta,pants-pocket
4_skip,person04047,HASC0404235.meta,bag
4_skip,person04047,HASC0404236.meta,hand
4_skip,person04047,HASC0404237.meta,pants-pocket
4_skip,person04047,HASC0404238.meta,pants-pocket
4_skip,person04047,HASC0404239.meta,bag
4_skip,person04047,HASC0404240.meta,hand
4_skip,person04047,HASC0404241.meta,pants-pocket
4_skip,person04047,HASC0404242.meta,pants-pocket
4_skip,person04048,HASC0404243.meta,bag
4_skip,person04048,HASC0404244.meta,hand
4_skip,person04048,HASC0404245.meta,pants-pocket
4_skip,person04048,HASC0404246.meta,pants-pocket
4_skip,person04048,HASC0404247.meta,bag
4_skip,person04048,HASC0404248.meta,hand
4_skip,person04048,HASC0404249.meta,pants-pocket
4_skip,person04048,HASC0404250.meta,pants-pocket
4_skip,person04048,HASC0404251.meta,bag
4_skip,person04048,HASC0404252.meta,hand
4_skip,person04048,HASC0404253.meta,pants-pocket
4_skip,person04048,HASC0404254.meta,pants-pocket
4_skip,person04048,HASC0404255.meta,bag
4_skip,person04048,HASC0404256.meta,hand
4_skip,person04048,HASC0404257.meta,pants-pocket
4_skip,person04048,HASC0404258.meta,pants-pocket
4_skip,person04048,HASC0404259.meta,bag
4_skip,person04048,HASC0404260.meta,hand
4_skip,person04048,HASC0404261.meta,pants-pocket
4_skip,person04048,HASC0404262.meta,pants-pocket
4_skip,person04049,HASC0404263.meta,bag
4_skip,person04049,HASC0404264.meta,hand
4_skip,person04049,HASC0404265.meta,pants-pocket
4_skip,person04049,HASC0404266.meta,pants-pocket
4_skip,person04049,HASC0404267.meta,bag
4_skip,person04049,HASC0404268.meta,hand
4_skip,person04049,HASC0404269.meta,pants-pocket
4_skip,person04049,HASC0404270.meta,pants-pocket
4_skip,person04049,HASC0404271.meta,bag
4_skip,person04049,HASC0404272.meta,hand
4_skip,person04049,HASC0404273.meta,pants-pocket
4_skip,person04049,HASC0404274.meta,pants-pocket
4_skip,person04049,HASC0404275.meta,bag
4_skip,person04049,HASC0404276.meta,hand
4_skip,person04049,HASC0404277.meta,pants-pocket
4_skip,person04049,HASC0404278.meta,pants-pocket
4_skip,person04049,HASC0404279.meta,bag
4_skip,person04049,HASC0404280.meta,hand
4_skip,person04049,HASC0404281.meta,pants-pocket
4_skip,person04049,HASC0404282.meta,pants-pocket
4_skip,person04050,HASC0404283.meta,bag
4_skip,person04050,HASC0404284.meta,hand
4_skip,person04050,HASC0404285.meta,pants-pocket
4_skip,person04050,HASC0404286.meta,pants-pocket
4_skip,person04050,HASC0404287.meta,bag
4_skip,person04050,HASC0404288.meta,hand
4_skip,person04050,HASC0404289.meta,pants-pocket
4_skip,person04050,HASC0404290.meta,pants-pocket
4_skip,person04050,HASC0404291.meta,bag
4_skip,person04050,HASC0404292.meta,hand
4_skip,person04050,HASC0404293.meta,pants-pocket
4_skip,person04050,HASC0404294.meta,pants-pocket
4_skip,person04050,HASC0404295.meta,bag
4_skip,person04050,HASC0404296.meta,hand
4_skip,person04050,HASC0404297.meta,pants-pocket
4_skip,person04050,HASC0404298.meta,pants-pocket
4_skip,person04050,HASC0404299.meta,bag
4_skip,person04050,HASC0404300.meta,hand
4_skip,person04050,HASC0404301.meta,pants-pocket
4_skip,person04050,HASC0404302.meta,pants-pocket
4_skip,person04051,HASC0404307.meta,waist
4_skip,person04052,HASC0404312.meta,waist
4_skip,person04053,HASC0404317.meta,waist
4_skip,person04054,HASC0404322.meta,waist
4_skip,person04055,HASC0404327.meta,waist
4_skip,person04061,HASC0403463.meta,pants-pocket
4_skip,person04061,HASC0403464.meta,pants-pocket
4_skip,person04061,HASC0403465.meta,pants-pocket
4_skip,person04061,HASC0403466.meta,pants-pocket
4_skip,person04061,HASC0403467.meta,pants-pocket
4_skip,person05001,HASC0503447.meta,pants-pocket
4_skip,person05001,HASC0503448.meta,waist
4_skip,person05001,HASC0503449.meta,pants-pocket
4_skip,person05001,HASC0503450.meta,waist
4_skip,person05001,HASC0503451.meta,pants-pocket
4_skip,person05001,HASC0503452.meta,waist
4_skip,person05001,HASC0503453.meta,pants-pocket
4_skip,person05001,HASC0503454.meta,waist
4_skip,person05001,HASC0503455.meta,pants-pocket
4_skip,person05001,HASC0503456.meta,waist
4_skip,person05002,HASC0503457.meta,waist
4_skip,person05002,HASC0503458.meta,waist
4_skip,person05002,HASC0503459.meta,waist
4_skip,person05002,HASC0503460.meta,waist
4_skip,person05003,HASC0503461.meta,chest
4_skip,person05003,HASC0503462.meta,waist
4_skip,person05003,HASC0503463.meta,chest
4_skip,person05003,HASC0503464.meta,waist
4_skip,person05003,HASC0503465.meta,chest
4_skip,person05003,HASC0503466.meta,waist
4_skip,person05003,HASC0503467.meta,chest
4_skip,person05003,HASC0503468.meta,waist
4_skip,person05003,HASC0503469.meta,chest
4_skip,person05003,HASC0503470.meta,waist
4_skip,person05004,HASC0503471.meta,pants-pocket
4_skip,person05004,HASC0503472.meta,waist
4_skip,person05004,HASC0503473.meta,pants-pocket
4_skip,person05004,HASC0503474.meta,waist
4_skip,person05004,HASC0503475.meta,pants-pocket
4_skip,person05004,HASC0503476.meta,waist
4_skip,person05004,HASC0503477.meta,pants-pocket
4_skip,person05004,HASC0503478.meta,waist
4_skip,person05004,HASC0503479.meta,pants-pocket
4_skip,person05004,HASC0503480.meta,waist
4_skip,person05004,HASC0503481.meta,pants-pocket
4_skip,person05004,HASC0503482.meta,waist
4_skip,person05005,HASC0503483.meta,pants-pocket
4_skip,person05005,HASC0503484.meta,waist
4_skip,person05005,HASC0503485.meta,pants-pocket
4_skip,person05005,HASC0503486.meta,waist
4_skip,person05005,HASC0503487.meta,waist
4_skip,person05005,HASC0503488.meta,pants-pocket
4_skip,person05005,HASC0503489.meta,waist
4_skip,person05005,HASC0503490.meta,pants-pocket
4_skip,person05005,HASC0503491.meta,waist
4_skip,person05005,HASC0503492.meta,pants-pocket
4_skip,person05005,HASC0503493.meta,waist
4_skip,person05006,HASC0503494.meta,chest
4_skip,person05006,HASC0503495.meta,waist
4_skip,person05006,HASC0503496.meta,chest
4_skip,person05006,HASC0503497.meta,waist
4_skip,person05006,HASC0503498.meta,chest
4_skip,person05006,HASC0503499.meta,waist
4_skip,person05006,HASC0503500.meta,chest
4_skip,person05006,HASC0503501.meta,waist
4_skip,person05006,HASC0503502.meta,chest
4_skip,person05006,HASC0503503.meta,waist
4_skip,person05007,HASC0503504.meta,waist
4_skip,person05007,HASC0503505.meta,waist
4_skip,person05007,HASC0503506.meta,waist
4_skip,person05007,HASC0503507.meta,waist
4_skip,person05008,HASC0503508.meta,pants-pocket
4_skip,person05008,HASC0503509.meta,waist
4_skip,person05008,HASC0503510.meta,pants-pocket
4_skip,person05008,HASC0503511.meta,waist
4_skip,person05008,HASC0503512.meta,pants-pocket
4_skip,person05008,HASC0503513.meta,waist
4_skip,person05008,HASC0503514.meta,pants-pocket
4_skip,person05008,HASC0503515.meta,waist
4_skip,person05008,HASC0503516.meta,pants-pocket
4_skip,person05008,HASC0503517.meta,waist
4_skip,person05009,HASC0503518.meta,pants-pocket
4_skip,person05009,HASC0503519.meta,waist
4_skip,person05009,HASC0503520.meta,pants-pocket
4_skip,person05009,HASC0503521.meta,waist
4_skip,person05009,HASC0503522.meta,pants-pocket
4_skip,person05009,HASC0503523.meta,waist
4_skip,person05009,HASC0503524.meta,pants-pocket
4_skip,person05009,HASC0503525.meta,pants-pocket
4_skip,person05009,HASC0503526.meta,waist
4_skip,person05010,HASC0503527.meta,pants-pocket
4_skip,person05010,HASC0503528.meta,pants-pocket
4_skip,person05010,HASC0503529.meta,pants-pocket
4_skip,person05010,HASC0503530.meta,pants-pocket
4_skip,person05010,HASC0503531.meta,waist
4_skip,person05010,HASC0503532.meta,pants-pocket
4_skip,person05010,HASC0503533.meta,waist
4_skip,person05010,HASC0503534.meta,waist
4_skip,person05010,HASC0503535.meta,waist
4_skip,person05010,HASC0503536.meta,waist
4_skip,person05011,HASC0503537.meta,waist
4_skip,person05011,HASC0503538.meta,waist
4_skip,person05011,HASC0503539.meta,pants-pocket
4_skip,person05011,HASC0503540.meta,pants-pocket
4_skip,person05011,HASC0503541.meta,waist
4_skip,person05011,HASC0503542.meta,pants-pocket
4_skip,person05011,HASC0503543.meta,waist
4_skip,person05011,HASC0503544.meta,pants-pocket
4_skip,person05011,HASC0503545.meta,waist
4_skip,person05012,HASC0503546.meta,chest
4_skip,person05012,HASC0503547.meta,chest
4_skip,person05012,HASC0503548.meta,waist
4_skip,person05012,HASC0503549.meta,chest
4_skip,person05012,HASC0503550.meta,waist
4_skip,person05012,HASC0503551.meta,waist
4_skip,person05012,HASC0503552.meta,chest
4_skip,person05012,HASC0503553.meta,waist
4_skip,person05012,HASC0503554.meta,waist
4_skip,person05013,HASC0503555.meta,pants-pocket
4_skip,person05013,HASC0503556.meta,waist
4_skip,person05013,HASC0503557.meta,pants-pocket
4_skip,person05013,HASC0503558.meta,waist
4_skip,person05013,HASC0503559.meta,pants-pocket
4_skip,person05013,HASC0503560.meta,waist
4_skip,person05013,HASC0503561.meta,pants-pocket
4_skip,person05013,HASC0503562.meta,waist
4_skip,person05013,HASC0503563.meta,pants-pocket
4_skip,person05013,HASC0503564.meta,waist
4_skip,person05014,HASC0503565.meta,waist
4_skip,person05014,HASC0503566.meta,hand
4_skip,person05014,HASC0503567.meta,hand
4_skip,person05014,HASC0503568.meta,waist
4_skip,person05014,HASC0503569.meta,hand
4_skip,person05014,HASC0503570.meta,waist
4_skip,person05014,HASC0503571.meta,hand
4_skip,person05014,HASC0503572.meta,waist
4_skip,person05014,HASC0503573.meta,hand
4_skip,person05014,HASC0503574.meta,waist
4_skip,person05015,HASC0503575.meta,waist
4_skip,person05015,HASC0503576.meta,chest
4_skip,person05015,HASC0503577.meta,waist
4_skip,person05015,HASC0503578.meta,chest
4_skip,person05015,HASC0503579.meta,waist
4_skip,person05015,HASC0503580.meta,chest
4_skip,person05015,HASC0503581.meta,waist
4_skip,person05015,HASC0503582.meta,chest
4_skip,person05015,HASC0503583.meta,waist
4_skip,person05015,HASC0503584.meta,chest
4_skip,person05016,HASC0503585.meta,waist
4_skip,person05016,HASC0503586.meta,waist
4_skip,person05016,HASC0503587.meta,waist
4_skip,person05016,HASC0503588.meta,waist
4_skip,person05016,HASC0503589.meta,waist
4_skip,person05016,HASC0503590.meta,waist
4_skip,person05016,HASC0503591.meta,waist
4_skip,person05016,HASC0503592.meta,waist
4_skip,person05016,HASC0503593.meta,waist
4_skip,person05016,HASC0503594.meta,waist
4_skip,person05017,HASC0503595.meta,waist
4_skip,person05017,HASC0503596.meta,pants-pocket
4_skip,person05017,HASC0503597.meta,pants-pocket
4_skip,person05017,HASC0503598.meta,waist
4_skip,person05017,HASC0503599.meta,pants-pocket
4_skip,person05017,HASC0503600.meta,waist
4_skip,person05017,HASC0503601.meta,pants-pocket
4_skip,person05017,HASC0503602.meta,waist
4_skip,person05017,HASC0503603.meta,waist
4_skip,person05017,HASC0503604.meta,pants-pocket
4_skip,person05018,HASC0503605.meta,waist
4_skip,person05018,HASC0503606.meta,waist
4_skip,person05018,HASC0503607.meta,waist
4_skip,person05018,HASC0503608.meta,waist
4_skip,person05018,HASC0503609.meta,waist
4_skip,person05018,HASC0503610.meta,waist
4_skip,person05018,HASC0503611.meta,waist
4_skip,person05018,HASC0503612.meta,waist
4_skip,person05018,HASC0503613.meta,waist
4_skip,person05018,HASC0503614.meta,waist
4_skip,person05019,HASC0503615.meta,waist
4_skip,person05019,HASC0503616.meta,waist
4_skip,person05019,HASC0503617.meta,waist
4_skip,person05019,HASC0503618.meta,waist
4_skip,person05019,HASC0503619.meta,waist
4_skip,person05020,HASC0503620.meta,chest
4_skip,person05020,HASC0503621.meta,waist
4_skip,person05020,HASC0503622.meta,chest
4_skip,person05020,HASC0503623.meta,waist
4_skip,person05020,HASC0503624.meta,chest
4_skip,person05020,HASC0503625.meta,waist
4_skip,person05020,HASC0503626.meta,chest
4_skip,person05020,HASC0503627.meta,waist
4_skip,person05020,HASC0503628.meta,chest
4_skip,person05020,HASC0503629.meta,waist
4_skip,person05021,HASC0503630.meta,waist
4_skip,person05021,HASC0503631.meta,pants-pocket
4_skip,person05021,HASC0503632.meta,waist
4_skip,person05021,HASC0503633.meta,pants-pocket
4_skip,person05021,HASC0503634.meta,waist
4_skip,person05021,HASC0503635.meta,pants-pocket
4_skip,person05021,HASC0503636.meta,waist
4_skip,person05021,HASC0503637.meta,pants-pocket
4_skip,person05021,HASC0503638.meta,waist
4_skip,person05021,HASC0503639.meta,pants-pocket
4_skip,person05022,HASC0503640.meta,waist
4_skip,person05022,HASC0503641.meta,hand
4_skip,person05022,HASC0503642.meta,hand
4_skip,person05022,HASC0503643.meta,waist
4_skip,person05022,HASC0503644.meta,hand
4_skip,person05022,HASC0503645.meta,waist
4_skip,person05022,HASC0503646.meta,hand
4_skip,person05022,HASC0503647.meta,waist
4_skip,person05022,HASC0503648.meta,hand
4_skip,person05022,HASC0503649.meta,waist
4_skip,person05023,HASC0503650.meta,pants-pocket
4_skip,person05023,HASC0503651.meta,waist
4_skip,person05023,HASC0503652.meta,pants-pocket
4_skip,person05023,HASC0503653.meta,waist
4_skip,person05023,HASC0503654.meta,pants-pocket
4_skip,person05023,HASC0503655.meta,waist
4_skip,person05023,HASC0503656.meta,pants-pocket
4_skip,person05023,HASC0503657.meta,waist
4_skip,person05023,HASC0503658.meta,pants-pocket
4_skip,person05023,HASC0503659.meta,waist
4_skip,person05024,HASC0503660.meta,pants-pocket
4_skip,person05024,HASC0503661.meta,waist
4_skip,person05024,HASC0503662.meta,waist
4_skip,person05024,HASC0503663.meta,pants-pocket
4_skip,person05024,HASC0503664.meta,waist
4_skip,person05024,HASC0503665.meta,pants-pocket
4_skip,person05024,HASC0503666.meta,waist
4_skip,person05024,HASC0503667.meta,pants-pocket
4_skip,person05024,HASC0503668.meta,waist
4_skip,person05024,HASC0503669.meta,pants-pocket
4_skip,person05025,HASC0503670.meta,pants-pocket
4_skip,person05025,HASC0503671.meta,waist
4_skip,person05025,HASC0503672.meta,pants-pocket
4_skip,person05025,HASC0503673.meta,waist
4_skip,person05025,HASC0503674.meta,pants-pocket
4_skip,person05025,HASC0503675.meta,waist
4_skip,person05025,HASC0503676.meta,pants-pocket
4_skip,person05025,HASC0503677.meta,waist
4_skip,person05025,HASC0503678.meta,pants-pocket
4_skip,person05025,HASC0503679.meta,waist
4_skip,person05026,HASC0503680.meta,bag
4_skip,person05026,HASC0503681.meta,waist
4_skip,person05026,HASC0503682.meta,bag
4_skip,person05026,HASC0503683.meta,waist
4_skip,person05026,HASC0503684.meta,bag
4_skip,person05026,HASC0503685.meta,waist
4_skip,person05026,HASC0503686.meta,bag
4_skip,person05026,HASC0503687.meta,waist
4_skip,person05026,HASC0503688.meta,bag
4_skip,person05026,HASC0503689.meta,waist
4_skip,person05027,HASC0503690.meta,pants-pocket
4_skip,person05027,HASC0503691.meta,waist
4_skip,person05027,HASC0503692.meta,waist
4_skip,person05027,HASC0503693.meta,pants-pocket
4_skip,person05027,HASC0503694.meta,waist
4_skip,person05027,HASC0503695.meta,pants-pocket
4_skip,person05027,HASC0503696.meta,pants-pocket
4_skip,person05027,HASC0503697.meta,waist
4_skip,person05027,HASC0503698.meta,pants-pocket
4_skip,person05027,HASC0503699.meta,waist
4_skip,person05027,HASC0503700.meta,pants-pocket
4_skip,person05028,HASC0503701.meta,chest
4_skip,person05028,HASC0503702.meta,waist
4_skip,person05028,HASC0503703.meta,chest
4_skip,person05028,HASC0503704.meta,waist
4_skip,person05028,HASC0503705.meta,chest
4_skip,person05028,HASC0503706.meta,waist
4_skip,person05028,HASC0503707.meta,waist
4_skip,person05028,HASC0503708.meta,chest
4_skip,person05028,HASC0503709.meta,chest
4_skip,person05028,HASC0503710.meta,waist
4_skip,person05029,HASC0503711.meta,waist
4_skip,person05029,HASC0503712.meta,waist
4_skip,person05029,HASC0503713.meta,waist
4_skip,person05029,HASC0503714.meta,waist
4_skip,person05029,HASC0503715.meta,waist
4_skip,person05029,HASC0503716.meta,waist
4_skip,person05029,HASC0503717.meta,waist
4_skip,person05029,HASC0503718.meta,waist
4_skip,person05029,HASC0503719.meta,waist
4_skip,person05029,HASC0503720.meta,waist
4_skip,person05030,HASC0503721.meta,waist
4_skip,person05030,HASC0503722.meta,waist
4_skip,person05030,HASC0503723.meta,waist
4_skip,person05030,HASC0503724.meta,waist
4_skip,person05030,HASC0503725.meta,waist
4_skip,person05030,HASC0503726.meta,waist
4_skip,person05030,HASC0503727.meta,waist
4_skip,person05030,HASC0503728.meta,waist
4_skip,person05030,HASC0503729.meta,waist
4_skip,person05030,HASC0503730.meta,waist
4_skip,person05031,HASC0503731.meta,pants-pocket
4_skip,person05031,HASC0503732.meta,waist
4_skip,person05031,HASC0503733.meta,pants-pocket
4_skip,person05031,HASC0503734.meta,waist
4_skip,person05031,HASC0503735.meta,pants-pocket
4_skip,person05031,HASC0503736.meta,waist
4_skip,person05031,HASC0503737.meta,waist
4_skip,person05031,HASC0503738.meta,pants-pocket
4_skip,person05031,HASC0503739.meta,waist
4_skip,person05032,HASC0503740.meta,bag
4_skip,person05032,HASC0503741.meta,waist
4_skip,person05032,HASC0503742.meta,bag
4_skip,person05032,HASC0503743.meta,waist
4_skip,person05032,HASC0503744.meta,bag
4_skip,person05032,HASC0503745.meta,waist
4_skip,person05032,HASC0503746.meta,bag
4_skip,person05032,HASC0503747.meta,waist
4_skip,person05032,HASC0503748.meta,bag
4_skip,person05032,HASC0503749.meta,waist
4_skip,person05033,HASC0503750.meta,chest
4_skip,person05033,HASC0503751.meta,waist
4_skip,person05033,HASC0503752.meta,chest
4_skip,person05033,HASC0503753.meta,waist
4_skip,person05033,HASC0503754.meta,chest
4_skip,person05033,HASC0503755.meta,chest
4_skip,person05033,HASC0503756.meta,waist
4_skip,person05033,HASC0503757.meta,waist
4_skip,person05033,HASC0503758.meta,chest
4_skip,person05033,HASC0503759.meta,waist
4_skip,person05034,HASC0503760.meta,pants-pocket
4_skip,person05034,HASC0503761.meta,pants-pocket
4_skip,person05034,HASC0503762.meta,pants-pocket
4_skip,person05034,HASC0503763.meta,pants-pocket
4_skip,person05034,HASC0503764.meta,waist
4_skip,person05034,HASC0503765.meta,pants-pocket
4_skip,person05034,HASC0503766.meta,waist
4_skip,person05034,HASC0503767.meta,waist
4_skip,person05034,HASC0503768.meta,waist
4_skip,person05035,HASC0503769.meta,chest
4_skip,person05035,HASC0503770.meta,chest
4_skip,person05035,HASC0503771.meta,chest
4_skip,person05035,HASC0503772.meta,waist
4_skip,person05035,HASC0503773.meta,chest
4_skip,person05035,HASC0503774.meta,waist
4_skip,person05035,HASC0503775.meta,waist
4_skip,person05035,HASC0503776.meta,chest
4_skip,person05035,HASC0503777.meta,waist
4_skip,person05036,HASC0503778.meta,waist
4_skip,person05036,HASC0503779.meta,waist
4_skip,person05036,HASC0503780.meta,waist
4_skip,person05036,HASC0503781.meta,waist
4_skip,person05036,HASC0503782.meta,waist
4_skip,person05036,HASC0503783.meta,waist
4_skip,person05036,HASC0503784.meta,waist
4_skip,person05036,HASC0503785.meta,waist
4_skip,person05036,HASC0503786.meta,waist
4_skip,person05036,HASC0503787.meta,waist
4_skip,person05037,HASC0503788.meta,hand
4_skip,person05037,HASC0503789.meta,waist
4_skip,person05037,HASC0503790.meta,hand
4_skip,person05037,HASC0503791.meta,waist
4_skip,person05037,HASC0503792.meta,hand
4_skip,person05037,HASC0503793.meta,waist
4_skip,person05037,HASC0503794.meta,hand
4_skip,person05037,HASC0503795.meta,waist
4_skip,person05037,HASC0503796.meta,hand
4_skip,person05037,HASC0503797.meta,waist
4_skip,person05038,HASC0503798.meta,pants-pocket
4_skip,person05038,HASC0503799.meta,waist
4_skip,person05038,HASC0503800.meta,waist
4_skip,person05038,HASC0503801.meta,pants-pocket
4_skip,person05038,HASC0503802.meta,waist
4_skip,person05038,HASC0503803.meta,pants-pocket
4_skip,person05038,HASC0503804.meta,waist
4_skip,person05038,HASC0503805.meta,pants-pocket
4_skip,person05038,HASC0503806.meta,waist
4_skip,person05038,HASC0503807.meta,pants-pocket
4_skip,person05039,HASC0503808.meta,pants-pocket
4_skip,person05039,HASC0503809.meta,waist
4_skip,person05039,HASC0503810.meta,pants-pocket
4_skip,person05039,HASC0503811.meta,pants-pocket
4_skip,person05039,HASC0503812.meta,pants-pocket
4_skip,person05039,HASC0503813.meta,waist
4_skip,person05039,HASC0503814.meta,pants-pocket
4_skip,person05039,HASC0503815.meta,waist
4_skip,person05039,HASC0503816.meta,waist
4_skip,person05039,HASC0503817.meta,waist
4_skip,person05040,HASC0503818.meta,pants-pocket
4_skip,person05040,HASC0503819.meta,pants-pocket
4_skip,person05040,HASC0503820.meta,pants-pocket
4_skip,person05040,HASC0503821.meta,waist
4_skip,person05040,HASC0503822.meta,pants-pocket
4_skip,person05040,HASC0503823.meta,pants-pocket
4_skip,person05040,HASC0503824.meta,waist
4_skip,person05040,HASC0503825.meta,waist
4_skip,person05040,HASC0503826.meta,waist
4_skip,person05040,HASC0503827.meta,waist
4_skip,person05041,HASC0503828.meta,chest
4_skip,person05041,HASC0503829.meta,waist
4_skip,person05041,HASC0503830.meta,chest
4_skip,person05041,HASC0503831.meta,waist
4_skip,person05041,HASC0503832.meta,chest
4_skip,person05041,HASC0503833.meta,waist
4_skip,person05041,HASC0503834.meta,chest
4_skip,person05041,HASC0503835.meta,waist
4_skip,person05041,HASC0503836.meta,chest
4_skip,person05041,HASC0503837.meta,waist
4_skip,person05042,HASC0503838.meta,pants-pocket
4_skip,person05042,HASC0503839.meta,waist
4_skip,person05042,HASC0503840.meta,pants-pocket
4_skip,person05042,HASC0503841.meta,waist
4_skip,person05042,HASC0503842.meta,waist
4_skip,person05042,HASC0503843.meta,pants-pocket
4_skip,person05042,HASC0503844.meta,waist
4_skip,person05042,HASC0503845.meta,pants-pocket
4_skip,person05042,HASC0503846.meta,waist
4_skip,person05042,HASC0503847.meta,pants-pocket
4_skip,person05042,HASC0503848.meta,waist
4_skip,person05043,HASC0503849.meta,waist
4_skip,person05043,HASC0503850.meta,pants-pocket
4_skip,person05043,HASC0503851.meta,pants-pocket
4_skip,person05043,HASC0503852.meta,waist
4_skip,person05043,HASC0503853.meta,pants-pocket
4_skip,person05043,HASC0503854.meta,waist
4_skip,person05043,HASC0503855.meta,waist
4_skip,person05043,HASC0503856.meta,pants-pocket
4_skip,person05043,HASC0503857.meta,pants-pocket
4_skip,person05043,HASC0503858.meta,waist
4_skip,person05044,HASC0503859.meta,waist
4_skip,person05044,HASC0503860.meta,pants-pocket
4_skip,person05044,HASC0503861.meta,waist
4_skip,person05044,HASC0503862.meta,pants-pocket
4_skip,person05044,HASC0503863.meta,waist
4_skip,person05044,HASC0503864.meta,pants-pocket
4_skip,person05044,HASC0503865.meta,waist
4_skip,person05044,HASC0503866.meta,pants-pocket
4_skip,person05044,HASC0503869.meta,waist
4_skip,person05044,HASC0503870.meta,pants-pocket
4_skip,person05045,HASC0503871.meta,bag
4_skip,person05045,HASC0503872.meta,waist
4_skip,person05045,HASC0503873.meta,bag
4_skip,person05045,HASC0503874.meta,waist
4_skip,person05045,HASC0503875.meta,bag
4_skip,person05045,HASC0503876.meta,waist
4_skip,person05045,HASC0503877.meta,bag
4_skip,person05045,HASC0503878.meta,waist
4_skip,person05045,HASC0503879.meta,bag
4_skip,person05045,HASC0503880.meta,waist
4_skip,person05046,HASC0503881.meta,bag
4_skip,person05046,HASC0503882.meta,waist
4_skip,person05046,HASC0503883.meta,bag
4_skip,person05046,HASC0503884.meta,waist
4_skip,person05046,HASC0503885.meta,bag
4_skip,person05046,HASC0503886.meta,waist
4_skip,person05046,HASC0503887.meta,bag
4_skip,person05046,HASC0503888.meta,waist
4_skip,person05046,HASC0503889.meta,bag
4_skip,person05046,HASC0503890.meta,waist
4_skip,person05047,HASC0503891.meta,pants-pocket
4_skip,person05047,HASC0503892.meta,waist
4_skip,person05047,HASC0503893.meta,pants-pocket
4_skip,person05047,HASC0503894.meta,waist
4_skip,person05047,HASC0503895.meta,waist
4_skip,person05047,HASC0503896.meta,pants-pocket
4_skip,person05047,HASC0503897.meta,pants-pocket
4_skip,person05047,HASC0503898.meta,waist
4_skip,person05047,HASC0503899.meta,pants-pocket
4_skip,person05047,HASC0503900.meta,waist
4_skip,person05048,HASC0503901.meta,pants-pocket
4_skip,person05048,HASC0503902.meta,waist
4_skip,person05048,HASC0503903.meta,pants-pocket
4_skip,person05048,HASC0503904.meta,waist
4_skip,person05048,HASC0503905.meta,pants-pocket
4_skip,person05048,HASC0503906.meta,waist
4_skip,person05048,HASC0503907.meta,pants-pocket
4_skip,person05048,HASC0503908.meta,waist
4_skip,person05048,HASC0503909.meta,pants-pocket
4_skip,person05048,HASC0503910.meta,waist
4_skip,person05049,HASC0503911.meta,chest
